index	predictions
2036	contradiction
2037	contradiction
2038	contradiction
2039	contradiction
2040	entailment
2041	entailment
2042	contradiction
2043	entailment
2044	entailment
2045	contradiction
2046	entailment
2047	neutral
2048	neutral
2049	entailment
2050	contradiction
2051	entailment
2052	entailment
2053	entailment
2054	neutral
2055	entailment
2056	neutral
2057	entailment
2058	entailment
2059	contradiction
2060	neutral
2061	neutral
2062	contradiction
2063	contradiction
2064	neutral
2065	neutral
2066	neutral
2067	entailment
2068	neutral
2069	neutral
2070	contradiction
2071	entailment
2072	neutral
2073	contradiction
2074	neutral
2075	neutral
2076	contradiction
2077	entailment
2078	neutral
2079	neutral
2080	contradiction
2081	neutral
2082	entailment
2083	neutral
2084	neutral
2085	neutral
2086	contradiction
2087	entailment
2088	entailment
2089	neutral
2090	neutral
2091	contradiction
2092	contradiction
2093	entailment
2094	contradiction
2095	entailment
2096	contradiction
2097	entailment
2098	contradiction
2099	contradiction
2100	contradiction
2101	contradiction
2102	contradiction
2103	neutral
2104	entailment
2105	entailment
2106	entailment
2107	entailment
2108	contradiction
2109	entailment
2110	entailment
2111	entailment
2112	contradiction
2113	entailment
2114	contradiction
2115	entailment
2116	neutral
2117	contradiction
2118	contradiction
2119	contradiction
2120	neutral
2121	neutral
2122	contradiction
2123	contradiction
2124	neutral
2125	neutral
2126	entailment
2127	entailment
2128	entailment
2129	neutral
2130	contradiction
2131	contradiction
2132	neutral
2133	contradiction
2134	contradiction
2135	entailment
2136	contradiction
2137	neutral
2138	neutral
2139	contradiction
2140	neutral
2141	entailment
2142	contradiction
2143	entailment
2144	entailment
2145	neutral
2146	contradiction
2147	contradiction
2148	contradiction
2149	entailment
2150	entailment
2151	entailment
2152	neutral
2153	entailment
2154	contradiction
2155	contradiction
2156	entailment
2157	entailment
2158	neutral
2159	neutral
2160	neutral
2161	contradiction
2162	neutral
2163	entailment
2164	contradiction
2165	neutral
2166	neutral
2167	contradiction
2168	entailment
2169	entailment
2170	neutral
2171	entailment
2172	entailment
2173	entailment
2174	entailment
2175	contradiction
2176	contradiction
2177	contradiction
2178	entailment
2179	neutral
2180	entailment
2181	neutral
2182	neutral
2183	neutral
2184	contradiction
2185	entailment
2186	neutral
2187	contradiction
2188	neutral
2189	entailment
2190	entailment
2191	neutral
2192	neutral
2193	entailment
2194	contradiction
2195	neutral
2196	neutral
2197	contradiction
2198	contradiction
2199	contradiction
2200	contradiction
2201	neutral
2202	entailment
2203	contradiction
2204	contradiction
2205	contradiction
2206	entailment
2207	neutral
2208	neutral
2209	contradiction
2210	contradiction
2211	neutral
2212	entailment
2213	entailment
2214	neutral
2215	neutral
2216	contradiction
2217	entailment
2218	neutral
2219	entailment
2220	entailment
2221	neutral
2222	neutral
2223	entailment
2224	contradiction
2225	neutral
2226	contradiction
2227	entailment
2228	neutral
2229	entailment
2230	contradiction
2231	contradiction
2232	neutral
2233	neutral
2234	entailment
2235	entailment
2236	contradiction
2237	neutral
2238	entailment
2239	contradiction
2240	neutral
2241	contradiction
2242	entailment
2243	neutral
2244	neutral
2245	neutral
2246	contradiction
2247	contradiction
2248	contradiction
2249	contradiction
2250	entailment
2251	contradiction
2252	neutral
2253	entailment
2254	contradiction
2255	neutral
2256	contradiction
2257	entailment
2258	neutral
2259	neutral
2260	entailment
2261	contradiction
2262	contradiction
2263	entailment
2264	neutral
2265	neutral
2266	contradiction
2267	entailment
2268	entailment
2269	contradiction
2270	entailment
2271	neutral
2272	contradiction
2273	entailment
2274	neutral
2275	contradiction
2276	neutral
2277	contradiction
2278	contradiction
2279	contradiction
2280	entailment
2281	contradiction
2282	neutral
2283	contradiction
2284	entailment
2285	contradiction
2286	contradiction
2287	neutral
2288	contradiction
2289	neutral
2290	contradiction
2291	entailment
2292	entailment
2293	contradiction
2294	entailment
2295	entailment
2296	entailment
2297	entailment
2298	entailment
2299	entailment
2300	entailment
2301	contradiction
2302	neutral
2303	neutral
2304	entailment
2305	entailment
2306	entailment
2307	neutral
2308	entailment
2309	neutral
2310	entailment
2311	contradiction
2312	entailment
2313	contradiction
2314	entailment
2315	neutral
2316	neutral
2317	entailment
2318	entailment
2319	contradiction
2320	contradiction
2321	neutral
2322	contradiction
2323	contradiction
2324	neutral
2325	neutral
2326	entailment
2327	neutral
2328	neutral
2329	entailment
2330	entailment
2331	contradiction
2332	entailment
2333	entailment
2334	neutral
2335	neutral
2336	neutral
2337	contradiction
2338	contradiction
2339	contradiction
2340	contradiction
2341	contradiction
2342	neutral
2343	entailment
2344	neutral
2345	contradiction
2346	neutral
2347	entailment
2348	entailment
2349	entailment
2350	neutral
2351	entailment
2352	neutral
2353	neutral
2354	neutral
2355	contradiction
2356	neutral
2357	contradiction
2358	entailment
2359	neutral
2360	contradiction
2361	entailment
2362	contradiction
2363	neutral
2364	neutral
2365	neutral
2366	contradiction
2367	contradiction
2368	neutral
2369	entailment
2370	entailment
2371	entailment
2372	neutral
2373	entailment
2374	entailment
2375	neutral
2376	contradiction
2377	neutral
2378	neutral
2379	neutral
2380	neutral
2381	neutral
2382	neutral
2383	contradiction
2384	neutral
2385	contradiction
2386	contradiction
2387	contradiction
2388	contradiction
2389	contradiction
2390	neutral
2391	neutral
2392	entailment
2393	entailment
2394	entailment
2395	contradiction
2396	neutral
2397	entailment
2398	neutral
2399	entailment
2400	entailment
2401	neutral
2402	contradiction
2403	neutral
2404	entailment
2405	contradiction
2406	contradiction
2407	neutral
2408	contradiction
2409	neutral
2410	entailment
2411	contradiction
2412	contradiction
2413	contradiction
2414	contradiction
2415	neutral
2416	neutral
2417	contradiction
2418	contradiction
2419	entailment
2420	contradiction
2421	contradiction
2422	contradiction
2423	contradiction
2424	neutral
2425	entailment
2426	entailment
2427	neutral
2428	entailment
2429	contradiction
2430	neutral
2431	neutral
2432	contradiction
2433	contradiction
2434	contradiction
2435	contradiction
2436	contradiction
2437	neutral
2438	entailment
2439	entailment
2440	neutral
2441	entailment
2442	entailment
2443	neutral
2444	neutral
2445	neutral
2446	entailment
2447	entailment
2448	neutral
2449	contradiction
2450	neutral
2451	neutral
2452	contradiction
2453	neutral
2454	contradiction
2455	entailment
2456	neutral
2457	neutral
2458	neutral
2459	neutral
2460	entailment
2461	neutral
2462	contradiction
2463	entailment
2464	entailment
2465	entailment
2466	neutral
2467	entailment
2468	entailment
2469	neutral
2470	contradiction
2471	neutral
2472	contradiction
2473	contradiction
2474	neutral
2475	entailment
2476	contradiction
2477	contradiction
2478	contradiction
2479	entailment
2480	entailment
2481	entailment
2482	neutral
2483	entailment
2484	neutral
2485	entailment
2486	contradiction
2487	entailment
2488	contradiction
2489	contradiction
2490	contradiction
2491	contradiction
2492	entailment
2493	contradiction
2494	contradiction
2495	contradiction
2496	neutral
2497	entailment
2498	contradiction
2499	contradiction
2500	entailment
2501	entailment
2502	neutral
2503	entailment
2504	neutral
2505	contradiction
2506	contradiction
2507	neutral
2508	contradiction
2509	neutral
2510	neutral
2511	neutral
2512	contradiction
2513	entailment
2514	neutral
2515	contradiction
2516	neutral
2517	neutral
2518	entailment
2519	contradiction
2520	contradiction
2521	entailment
2522	contradiction
2523	neutral
2524	contradiction
2525	entailment
2526	contradiction
2527	entailment
2528	contradiction
2529	neutral
2530	entailment
2531	neutral
2532	neutral
2533	neutral
2534	contradiction
2535	entailment
2536	neutral
2537	neutral
2538	neutral
2539	contradiction
2540	neutral
2541	neutral
2542	entailment
2543	neutral
2544	neutral
2545	neutral
2546	entailment
2547	entailment
2548	contradiction
2549	contradiction
2550	contradiction
2551	entailment
2552	entailment
2553	contradiction
2554	entailment
2555	entailment
2556	neutral
2557	contradiction
2558	entailment
2559	contradiction
2560	contradiction
2561	contradiction
2562	neutral
2563	neutral
2564	neutral
2565	neutral
2566	entailment
2567	entailment
2568	entailment
2569	entailment
2570	neutral
2571	entailment
2572	entailment
2573	entailment
2574	contradiction
2575	entailment
2576	neutral
2577	contradiction
2578	entailment
2579	entailment
2580	neutral
2581	neutral
2582	contradiction
2583	entailment
2584	entailment
2585	neutral
2586	neutral
2587	entailment
2588	contradiction
2589	neutral
2590	contradiction
2591	neutral
2592	contradiction
2593	entailment
2594	contradiction
2595	entailment
2596	entailment
2597	contradiction
2598	neutral
2599	entailment
2600	entailment
2601	entailment
2602	contradiction
2603	entailment
2604	entailment
2605	contradiction
2606	contradiction
2607	entailment
2608	neutral
2609	entailment
2610	neutral
2611	entailment
2612	contradiction
2613	neutral
2614	contradiction
2615	entailment
2616	contradiction
2617	contradiction
2618	contradiction
2619	entailment
2620	contradiction
2621	entailment
2622	neutral
2623	entailment
2624	entailment
2625	neutral
2626	neutral
2627	entailment
2628	entailment
2629	contradiction
2630	contradiction
2631	contradiction
2632	contradiction
2633	contradiction
2634	neutral
2635	neutral
2636	contradiction
2637	entailment
2638	neutral
2639	entailment
2640	contradiction
2641	contradiction
2642	neutral
2643	entailment
2644	contradiction
2645	neutral
2646	entailment
2647	contradiction
2648	neutral
2649	contradiction
2650	contradiction
2651	neutral
2652	neutral
2653	contradiction
2654	entailment
2655	neutral
2656	contradiction
2657	contradiction
2658	contradiction
2659	entailment
2660	contradiction
2661	contradiction
2662	contradiction
2663	neutral
2664	entailment
2665	contradiction
2666	entailment
2667	neutral
2668	entailment
2669	neutral
2670	contradiction
2671	contradiction
2672	contradiction
2673	neutral
2674	contradiction
2675	entailment
2676	contradiction
2677	neutral
2678	neutral
2679	neutral
2680	neutral
2681	neutral
2682	neutral
2683	entailment
2684	neutral
2685	contradiction
2686	contradiction
2687	contradiction
2688	entailment
2689	contradiction
2690	neutral
2691	neutral
2692	entailment
2693	contradiction
2694	contradiction
2695	neutral
2696	entailment
2697	contradiction
2698	entailment
2699	contradiction
2700	neutral
2701	contradiction
2702	neutral
2703	neutral
2704	contradiction
2705	entailment
2706	neutral
2707	entailment
2708	contradiction
2709	contradiction
2710	neutral
2711	neutral
2712	entailment
2713	entailment
2714	contradiction
2715	entailment
2716	contradiction
2717	neutral
2718	neutral
2719	entailment
2720	contradiction
2721	contradiction
2722	contradiction
2723	entailment
2724	entailment
2725	neutral
2726	neutral
2727	entailment
2728	entailment
2729	contradiction
2730	neutral
2731	entailment
2732	neutral
2733	contradiction
2734	contradiction
2735	entailment
2736	entailment
2737	contradiction
2738	neutral
2739	neutral
2740	neutral
2741	neutral
2742	contradiction
2743	neutral
2744	entailment
2745	contradiction
2746	contradiction
2747	entailment
2748	neutral
2749	neutral
2750	contradiction
2751	neutral
2752	neutral
2753	entailment
2754	neutral
2755	neutral
2756	entailment
2757	entailment
2758	contradiction
2759	contradiction
2760	entailment
2761	contradiction
2762	entailment
2763	neutral
2764	neutral
2765	entailment
2766	entailment
2767	neutral
2768	neutral
2769	contradiction
2770	contradiction
2771	entailment
2772	contradiction
2773	neutral
2774	contradiction
2775	contradiction
2776	neutral
2777	neutral
2778	neutral
2779	entailment
2780	neutral
2781	neutral
2782	contradiction
2783	entailment
2784	entailment
2785	entailment
2786	contradiction
2787	contradiction
2788	neutral
2789	neutral
2790	entailment
2791	neutral
2792	neutral
2793	contradiction
2794	contradiction
2795	entailment
2796	entailment
2797	neutral
2798	contradiction
2799	neutral
2800	entailment
2801	neutral
2802	neutral
2803	entailment
2804	entailment
2805	entailment
2806	entailment
2807	contradiction
2808	contradiction
2809	neutral
2810	neutral
2811	entailment
2812	neutral
2813	neutral
2814	neutral
2815	entailment
2816	entailment
2817	neutral
2818	neutral
2819	neutral
2820	contradiction
2821	neutral
2822	entailment
2823	contradiction
2824	contradiction
2825	neutral
2826	entailment
2827	entailment
2828	neutral
2829	entailment
2830	contradiction
2831	neutral
2832	neutral
2833	neutral
2834	entailment
2835	neutral
2836	entailment
2837	contradiction
2838	neutral
2839	contradiction
2840	contradiction
2841	contradiction
2842	entailment
2843	neutral
2844	neutral
2845	neutral
2846	entailment
2847	contradiction
2848	entailment
2849	contradiction
2850	neutral
2851	contradiction
2852	neutral
2853	contradiction
2854	entailment
2855	entailment
2856	contradiction
2857	contradiction
2858	entailment
2859	contradiction
2860	entailment
2861	contradiction
2862	contradiction
2863	neutral
2864	neutral
2865	contradiction
2866	entailment
2867	contradiction
2868	contradiction
2869	neutral
2870	neutral
2871	neutral
2872	neutral
2873	neutral
2874	entailment
2875	contradiction
2876	entailment
2877	contradiction
2878	contradiction
2879	neutral
2880	entailment
2881	entailment
2882	contradiction
2883	contradiction
2884	neutral
2885	neutral
2886	neutral
2887	entailment
2888	neutral
2889	neutral
2890	contradiction
2891	contradiction
2892	entailment
2893	neutral
2894	contradiction
2895	entailment
2896	entailment
2897	neutral
2898	neutral
2899	entailment
2900	entailment
2901	entailment
2902	entailment
2903	entailment
2904	neutral
2905	contradiction
2906	contradiction
2907	entailment
2908	neutral
2909	neutral
2910	neutral
2911	contradiction
2912	neutral
2913	neutral
2914	entailment
2915	neutral
2916	contradiction
2917	entailment
2918	contradiction
2919	contradiction
2920	neutral
2921	neutral
2922	contradiction
2923	contradiction
2924	contradiction
2925	contradiction
2926	contradiction
2927	contradiction
2928	contradiction
2929	entailment
2930	contradiction
2931	contradiction
2932	neutral
2933	entailment
2934	entailment
2935	neutral
2936	neutral
2937	entailment
2938	entailment
2939	entailment
2940	entailment
2941	contradiction
2942	neutral
2943	neutral
2944	entailment
2945	entailment
2946	contradiction
2947	entailment
2948	contradiction
2949	neutral
2950	contradiction
2951	contradiction
2952	entailment
2953	contradiction
2954	neutral
2955	contradiction
2956	contradiction
2957	contradiction
2958	contradiction
2959	neutral
2960	neutral
2961	neutral
2962	entailment
2963	entailment
2964	contradiction
2965	entailment
2966	contradiction
2967	entailment
2968	neutral
2969	contradiction
2970	entailment
2971	entailment
2972	contradiction
2973	neutral
2974	neutral
2975	neutral
2976	contradiction
2977	contradiction
2978	contradiction
2979	neutral
2980	contradiction
2981	neutral
2982	contradiction
2983	contradiction
2984	neutral
2985	contradiction
2986	entailment
2987	contradiction
2988	neutral
2989	neutral
2990	neutral
2991	entailment
2992	entailment
2993	contradiction
2994	contradiction
2995	neutral
2996	contradiction
2997	entailment
2998	entailment
2999	entailment
3000	neutral
3001	entailment
3002	entailment
3003	contradiction
3004	contradiction
3005	neutral
3006	entailment
3007	contradiction
3008	entailment
3009	contradiction
3010	contradiction
3011	neutral
3012	neutral
3013	neutral
3014	contradiction
3015	neutral
3016	neutral
3017	neutral
3018	contradiction
3019	entailment
3020	neutral
3021	contradiction
3022	neutral
3023	contradiction
3024	contradiction
3025	entailment
3026	contradiction
3027	contradiction
3028	neutral
3029	entailment
3030	entailment
3031	entailment
3032	contradiction
3033	neutral
3034	neutral
3035	contradiction
3036	contradiction
3037	contradiction
3038	entailment
3039	contradiction
3040	neutral
3041	entailment
3042	entailment
3043	neutral
3044	neutral
3045	contradiction
3046	contradiction
3047	neutral
3048	neutral
3049	neutral
3050	neutral
3051	contradiction
3052	neutral
3053	entailment
3054	entailment
3055	contradiction
3056	contradiction
3057	entailment
3058	neutral
3059	neutral
3060	contradiction
3061	contradiction
3062	contradiction
3063	contradiction
3064	contradiction
3065	neutral
3066	entailment
3067	contradiction
3068	entailment
3069	neutral
3070	entailment
3071	contradiction
3072	neutral
3073	contradiction
3074	contradiction
3075	entailment
3076	neutral
3077	entailment
3078	entailment
3079	neutral
3080	entailment
3081	neutral
3082	neutral
3083	entailment
3084	neutral
3085	entailment
3086	contradiction
3087	contradiction
3088	contradiction
3089	neutral
3090	neutral
3091	entailment
3092	neutral
3093	entailment
3094	contradiction
3095	contradiction
3096	contradiction
3097	contradiction
3098	neutral
3099	entailment
3100	neutral
3101	neutral
3102	contradiction
3103	neutral
3104	neutral
3105	entailment
3106	contradiction
3107	entailment
3108	entailment
3109	neutral
3110	entailment
3111	neutral
3112	neutral
3113	contradiction
3114	contradiction
3115	neutral
3116	neutral
3117	neutral
3118	neutral
3119	contradiction
3120	neutral
3121	contradiction
3122	entailment
3123	contradiction
3124	neutral
3125	entailment
3126	neutral
3127	entailment
3128	contradiction
3129	entailment
3130	contradiction
3131	entailment
3132	contradiction
3133	neutral
3134	neutral
3135	contradiction
3136	contradiction
3137	neutral
3138	neutral
3139	contradiction
3140	neutral
3141	neutral
3142	contradiction
3143	neutral
3144	neutral
3145	contradiction
3146	entailment
3147	neutral
3148	entailment
3149	entailment
3150	neutral
3151	contradiction
3152	contradiction
3153	entailment
3154	contradiction
3155	entailment
3156	neutral
3157	entailment
3158	contradiction
3159	entailment
3160	contradiction
3161	contradiction
3162	neutral
3163	contradiction
3164	entailment
3165	contradiction
3166	entailment
3167	contradiction
3168	entailment
3169	entailment
3170	neutral
3171	entailment
3172	entailment
3173	entailment
3174	contradiction
3175	neutral
3176	entailment
3177	contradiction
3178	entailment
3179	contradiction
3180	neutral
3181	entailment
3182	neutral
3183	contradiction
3184	entailment
3185	neutral
3186	entailment
3187	contradiction
3188	neutral
3189	contradiction
3190	contradiction
3191	neutral
3192	entailment
3193	neutral
3194	contradiction
3195	neutral
3196	neutral
3197	contradiction
3198	entailment
3199	neutral
3200	entailment
3201	contradiction
3202	contradiction
3203	neutral
3204	neutral
3205	neutral
3206	contradiction
3207	neutral
3208	entailment
3209	contradiction
3210	neutral
3211	entailment
3212	entailment
3213	contradiction
3214	entailment
3215	neutral
3216	neutral
3217	contradiction
3218	contradiction
3219	entailment
3220	neutral
3221	entailment
3222	entailment
3223	neutral
3224	contradiction
3225	contradiction
3226	contradiction
3227	entailment
3228	entailment
3229	neutral
3230	contradiction
3231	neutral
3232	neutral
3233	contradiction
3234	neutral
3235	contradiction
3236	neutral
3237	contradiction
3238	contradiction
3239	neutral
3240	contradiction
3241	entailment
3242	contradiction
3243	contradiction
3244	entailment
3245	neutral
3246	neutral
3247	neutral
3248	contradiction
3249	neutral
3250	entailment
3251	neutral
3252	entailment
3253	entailment
3254	contradiction
3255	neutral
3256	entailment
3257	neutral
3258	neutral
3259	neutral
3260	contradiction
3261	contradiction
3262	entailment
3263	entailment
3264	contradiction
3265	neutral
3266	entailment
3267	entailment
3268	entailment
3269	neutral
3270	contradiction
3271	entailment
3272	neutral
3273	entailment
3274	neutral
3275	contradiction
3276	neutral
3277	neutral
3278	contradiction
3279	neutral
3280	neutral
3281	entailment
3282	entailment
3283	entailment
3284	neutral
3285	entailment
3286	neutral
3287	entailment
3288	entailment
3289	contradiction
3290	neutral
3291	contradiction
3292	contradiction
3293	contradiction
3294	contradiction
3295	contradiction
3296	entailment
3297	neutral
3298	contradiction
3299	neutral
3300	neutral
3301	neutral
3302	contradiction
3303	entailment
3304	entailment
3305	entailment
3306	neutral
3307	contradiction
3308	contradiction
3309	neutral
3310	neutral
3311	entailment
3312	contradiction
3313	entailment
3314	contradiction
3315	entailment
3316	neutral
3317	neutral
3318	neutral
3319	neutral
3320	neutral
3321	contradiction
3322	entailment
3323	entailment
3324	entailment
3325	contradiction
3326	entailment
3327	neutral
3328	neutral
3329	neutral
3330	entailment
3331	contradiction
3332	neutral
3333	contradiction
3334	entailment
3335	neutral
3336	neutral
3337	neutral
3338	entailment
3339	neutral
3340	neutral
3341	entailment
3342	neutral
3343	contradiction
3344	contradiction
3345	contradiction
3346	contradiction
3347	entailment
3348	entailment
3349	neutral
3350	contradiction
3351	neutral
3352	neutral
3353	neutral
3354	entailment
3355	entailment
3356	contradiction
3357	contradiction
3358	contradiction
3359	entailment
3360	contradiction
3361	entailment
3362	entailment
3363	contradiction
3364	contradiction
3365	neutral
3366	contradiction
3367	contradiction
3368	entailment
3369	contradiction
3370	contradiction
3371	neutral
3372	entailment
3373	entailment
3374	contradiction
3375	entailment
3376	contradiction
3377	entailment
3378	entailment
3379	contradiction
3380	entailment
3381	contradiction
3382	entailment
3383	neutral
3384	contradiction
3385	entailment
3386	neutral
3387	contradiction
3388	entailment
3389	entailment
3390	neutral
3391	entailment
3392	neutral
3393	neutral
3394	neutral
3395	contradiction
3396	neutral
3397	entailment
3398	contradiction
3399	entailment
3400	neutral
3401	entailment
3402	contradiction
3403	entailment
3404	neutral
3405	contradiction
3406	entailment
3407	contradiction
3408	neutral
3409	entailment
3410	neutral
3411	contradiction
3412	entailment
3413	entailment
3414	contradiction
3415	contradiction
3416	neutral
3417	contradiction
3418	contradiction
3419	neutral
3420	contradiction
3421	contradiction
3422	contradiction
3423	neutral
3424	entailment
3425	neutral
3426	neutral
3427	contradiction
3428	contradiction
3429	contradiction
3430	entailment
3431	entailment
3432	contradiction
3433	neutral
3434	neutral
3435	neutral
3436	entailment
3437	neutral
3438	entailment
3439	entailment
3440	neutral
3441	entailment
3442	neutral
3443	contradiction
3444	contradiction
3445	neutral
3446	entailment
3447	neutral
3448	neutral
3449	neutral
3450	entailment
3451	entailment
3452	contradiction
3453	neutral
3454	entailment
3455	neutral
3456	neutral
3457	contradiction
3458	entailment
3459	neutral
3460	neutral
3461	contradiction
3462	entailment
3463	neutral
3464	entailment
3465	neutral
3466	entailment
3467	neutral
3468	neutral
3469	contradiction
3470	contradiction
3471	neutral
3472	neutral
3473	entailment
3474	entailment
3475	entailment
3476	contradiction
3477	neutral
3478	neutral
3479	neutral
3480	entailment
3481	neutral
3482	entailment
3483	neutral
3484	entailment
3485	entailment
3486	neutral
3487	entailment
3488	neutral
3489	neutral
3490	contradiction
3491	contradiction
3492	neutral
3493	contradiction
3494	neutral
3495	neutral
3496	entailment
3497	contradiction
3498	contradiction
3499	contradiction
3500	neutral
3501	neutral
3502	contradiction
3503	entailment
3504	neutral
3505	contradiction
3506	contradiction
3507	neutral
3508	entailment
3509	entailment
3510	entailment
3511	neutral
3512	neutral
3513	entailment
3514	neutral
3515	entailment
3516	neutral
3517	contradiction
3518	contradiction
3519	neutral
3520	entailment
3521	contradiction
3522	entailment
3523	contradiction
3524	entailment
3525	neutral
3526	contradiction
3527	contradiction
3528	contradiction
3529	entailment
3530	entailment
3531	entailment
3532	neutral
3533	neutral
3534	contradiction
3535	entailment
3536	contradiction
3537	neutral
3538	neutral
3539	neutral
3540	contradiction
3541	contradiction
3542	entailment
3543	entailment
3544	entailment
3545	contradiction
3546	entailment
3547	entailment
3548	neutral
3549	entailment
3550	contradiction
3551	entailment
3552	neutral
3553	entailment
3554	contradiction
3555	entailment
3556	entailment
3557	entailment
3558	contradiction
3559	entailment
3560	entailment
3561	contradiction
3562	entailment
3563	neutral
3564	neutral
3565	entailment
3566	contradiction
3567	entailment
3568	neutral
3569	contradiction
3570	neutral
3571	entailment
3572	neutral
3573	neutral
3574	entailment
3575	entailment
3576	neutral
3577	contradiction
3578	contradiction
3579	neutral
3580	neutral
3581	neutral
3582	neutral
3583	entailment
3584	contradiction
3585	contradiction
3586	neutral
3587	entailment
3588	neutral
3589	entailment
3590	entailment
3591	neutral
3592	contradiction
3593	neutral
3594	neutral
3595	neutral
3596	neutral
3597	entailment
3598	neutral
3599	contradiction
3600	contradiction
3601	entailment
3602	neutral
3603	entailment
3604	neutral
3605	neutral
3606	entailment
3607	neutral
3608	contradiction
3609	entailment
3610	neutral
3611	entailment
3612	neutral
3613	contradiction
3614	neutral
3615	contradiction
3616	entailment
3617	contradiction
3618	entailment
3619	entailment
3620	neutral
3621	entailment
3622	entailment
3623	entailment
3624	entailment
3625	neutral
3626	neutral
3627	contradiction
3628	entailment
3629	entailment
3630	contradiction
3631	neutral
3632	contradiction
3633	contradiction
3634	neutral
3635	entailment
3636	entailment
3637	contradiction
3638	entailment
3639	neutral
3640	neutral
3641	neutral
3642	entailment
3643	neutral
3644	contradiction
3645	neutral
3646	entailment
3647	entailment
3648	neutral
3649	contradiction
3650	contradiction
3651	neutral
3652	entailment
3653	entailment
3654	neutral
3655	neutral
3656	contradiction
3657	neutral
3658	neutral
3659	neutral
3660	neutral
3661	neutral
3662	entailment
3663	neutral
3664	contradiction
3665	entailment
3666	entailment
3667	entailment
3668	neutral
3669	entailment
3670	entailment
3671	entailment
3672	entailment
3673	entailment
3674	entailment
3675	contradiction
3676	entailment
3677	contradiction
3678	entailment
3679	entailment
3680	entailment
3681	entailment
3682	contradiction
3683	neutral
3684	neutral
3685	neutral
3686	contradiction
3687	contradiction
3688	entailment
3689	entailment
3690	entailment
3691	contradiction
3692	neutral
3693	entailment
3694	neutral
3695	entailment
3696	contradiction
3697	contradiction
3698	neutral
3699	contradiction
3700	entailment
3701	entailment
3702	neutral
3703	contradiction
3704	contradiction
3705	contradiction
3706	contradiction
3707	neutral
3708	neutral
3709	entailment
3710	neutral
3711	entailment
3712	contradiction
3713	contradiction
3714	entailment
3715	neutral
3716	entailment
3717	contradiction
3718	contradiction
3719	contradiction
3720	contradiction
3721	entailment
3722	neutral
3723	neutral
3724	entailment
3725	neutral
3726	neutral
3727	entailment
3728	entailment
3729	neutral
3730	entailment
3731	contradiction
3732	neutral
3733	neutral
3734	entailment
3735	contradiction
3736	neutral
3737	entailment
3738	entailment
3739	neutral
3740	contradiction
3741	entailment
3742	entailment
3743	contradiction
3744	contradiction
3745	entailment
3746	contradiction
3747	neutral
3748	neutral
3749	contradiction
3750	contradiction
3751	entailment
3752	neutral
3753	neutral
3754	entailment
3755	neutral
3756	entailment
3757	neutral
3758	contradiction
3759	neutral
3760	entailment
3761	entailment
3762	neutral
3763	entailment
3764	neutral
3765	entailment
3766	entailment
3767	contradiction
3768	entailment
3769	contradiction
3770	entailment
3771	neutral
3772	entailment
3773	entailment
3774	contradiction
3775	neutral
3776	neutral
3777	entailment
3778	contradiction
3779	entailment
3780	entailment
3781	contradiction
3782	contradiction
3783	entailment
3784	neutral
3785	neutral
3786	entailment
3787	entailment
3788	contradiction
3789	contradiction
3790	entailment
3791	contradiction
3792	entailment
3793	entailment
3794	contradiction
3795	entailment
3796	entailment
3797	neutral
3798	neutral
3799	entailment
3800	neutral
3801	contradiction
3802	contradiction
3803	entailment
3804	contradiction
3805	neutral
3806	entailment
3807	entailment
3808	entailment
3809	neutral
3810	contradiction
3811	neutral
3812	contradiction
3813	neutral
3814	entailment
3815	entailment
3816	contradiction
3817	entailment
3818	neutral
3819	entailment
3820	entailment
3821	contradiction
3822	contradiction
3823	entailment
3824	neutral
3825	neutral
3826	neutral
3827	entailment
3828	neutral
3829	entailment
3830	neutral
3831	neutral
3832	entailment
3833	entailment
3834	neutral
3835	contradiction
3836	neutral
3837	contradiction
3838	contradiction
3839	neutral
3840	neutral
3841	entailment
3842	contradiction
3843	neutral
3844	contradiction
3845	entailment
3846	contradiction
3847	entailment
3848	entailment
3849	neutral
3850	neutral
3851	contradiction
3852	neutral
3853	neutral
3854	neutral
3855	neutral
3856	entailment
3857	entailment
3858	neutral
3859	entailment
3860	contradiction
3861	neutral
3862	entailment
3863	contradiction
3864	contradiction
3865	entailment
3866	entailment
3867	entailment
3868	contradiction
3869	entailment
3870	entailment
3871	neutral
3872	neutral
3873	neutral
3874	entailment
3875	neutral
3876	entailment
3877	entailment
3878	neutral
3879	entailment
3880	contradiction
3881	contradiction
3882	entailment
3883	neutral
3884	neutral
3885	entailment
3886	entailment
3887	neutral
3888	entailment
3889	contradiction
3890	contradiction
3891	neutral
3892	contradiction
3893	entailment
3894	contradiction
3895	contradiction
3896	neutral
3897	contradiction
3898	entailment
3899	contradiction
3900	contradiction
3901	neutral
3902	contradiction
3903	neutral
3904	contradiction
3905	entailment
3906	contradiction
3907	neutral
3908	contradiction
3909	entailment
3910	contradiction
3911	contradiction
3912	neutral
3913	entailment
3914	contradiction
3915	entailment
3916	neutral
3917	entailment
3918	entailment
3919	neutral
3920	neutral
3921	entailment
3922	neutral
3923	neutral
3924	neutral
3925	entailment
3926	neutral
3927	neutral
3928	contradiction
3929	entailment
3930	entailment
3931	entailment
3932	entailment
3933	neutral
3934	neutral
3935	neutral
3936	entailment
3937	contradiction
3938	entailment
3939	neutral
3940	contradiction
3941	entailment
3942	contradiction
3943	contradiction
3944	entailment
3945	contradiction
